content,score
"Akhirnya setelah sekian lama barang gw datang juga. Udah gak sabar pengen cpet2 uninstall ni toko👎 1.Toko online paling Banyak minusnya daripada plusnya 2.mau dpt gratis ongkir aja ribet, malah selalu ada tulisan ""AKUN ANDA TIDAK MEMENUHI S&K"" tanpa dijelaskan alasannya. 3.mau nanya customer care hanya dikasih menu pertanyaan yang sama sekali tidak berhubungan dengan yang ingin ditanyakan,dijawab CS bot pula. 4.dan masih banyak lagi.👎👎👎 HAYUK UNINSTALL RAME² !",1
praktis,5
"Jasa Kurir GTL hapus aja, kurirnya malas tidak mau cari alamat, tidak mau hubungi kontak penerima. Mau komplain pun sulit, cs yang tersedia cuma bisa lewat email, itupun tidak direspon, akun medsos tidak ada, PAYAH. Tokopedia Care hapus juga, nyatanya tidak ""care"" terhadap customer, bener2 slow respon, tidak memberikan solusi yang membantu.",1
mantab,4
recommended buat belanja,5
"Tau ga kenapa Tokopedia lebih sepi dari e commerce lain nya, karena customer service nya aja di komplain jawab sekali langsung selesai gada lanjutan lagi, giliran mau ngulamg komplain gabisa, pengiriman lelet lambat",1
baik,5
ntap,5
mantap buat transaksi mudah,5
"Nyesel install Tokopedia, pengguna baru pembelian pertama katanya ada promo ternyata transaksi di batalin. Promo ga jelas. Fix Uninstall..",1
"Kalau memang voucher tidak bisa dipakai, ngapain pakai acara promo segala. Beberapa kali dibatalkan sistem. MERESAHKAN 👎👎👎👎",1
T.O.P B.G.T,5
Aplikasi minta update terus jadi sulit buka menu lainnya.,2
Pengiriman TOKOPEDIA lama sekali...!!! Jasa Pengiriman Taaaiiiii.... ID Express & Lion Parcel Masuk Angin SHOPEE aja gak gitu. UNINSTALL TOKOPEDIA,1
"Paling susah kalau mau retur barang,",1
"katanya pengguna pertama bisa blnja cuma 100rupah,, pas mau di cek out jdi lain harga,, ga ngerti sampai 3hari nyoba, trus ga bisa cod lagi",3
untuk pertama Kali transaksi di toko pedia emang ok d puas👍,5
Tiap ada prono gak bisa dipakai,1
tokopedia mantap,5
Kurir kurir benerin,1
"Not Recommended!👎, Layanan Tokopedia Sangat Buruk, Masa Coba, Ane Mau Beli, Eh Dibatalin Sistem Puckimak Nya tu, Entah Apa Masalah Nya, Kalau Mau Download, Pikir 10¹⁰⁰ Kali Deh, Sangat Disayangkan, Tidak Terpercaya!, Tidak Direkomendasikan!👎",1
mantaappppp,5
diskonnya kebanyakan untuk pengguna baru terus .. masa iya tiap bulan harus daftar pakai nomber baru gitu? gausah nawarin kalo ternyata ga bisa aku pesan 🙏🏻,3
Bagus,4
Kok yang punya toko tidak mau bertanggung jawab si disini,1
keren banget,4
keren,5
Sangat buruk dalam pengiriman. Lambat !!!! Pengiriman mau pakai yg mahal/ murah tetep paling cepat 4 hari.. sangat kecewa Aplikasi terburuk..,1
"untuk semuanya sih sudh bagus, hanya saja untuk kurir rekomendasi kenapa harus sapx yg tidak sesuai estimasi/melebihi waktu estimasi, harap diperbaiki lagi dan kalau bisa diganti saja.",4
good pelayanan maju terus Tokped,5
blm ada perubahan ya min kurir rekomendasinya sangat tidak rekomendasi lebih dari 24 jam status pengiriman tidak update,1
"halo tokopedia, saya mau minta kejelasan kenapa akun saya tidak bisa menggunakan promo dengan bacaan ""Promo Tokopedia tidak berlaku, silakan lanjutkan transaksi tanpa menggunakan promo"". Salah saya apa? saya pakai akun tokopedia lain bisa kok kenapa akun utama saya tidak bisa? apa salah saya? saya tidak terima ya. mohon itikad baiknya untuk menyelesaikan masalah saya.",1
"ada transaksi sampai 5x,pembayaran pakai gopay leter,pengaduan lama,chat lwat aplikasi tokped lama,riwayat transaksi ga bisa dibuka,bukti semua udah dikirim,tidak ada tidak lanjut,padahal sering bgt belanja disini tp kecewa sama pelayanan cs tokped,kapokkk..MOHON DIBACA..AWAS AKUNNYA MUDAH DI RETASSSSSS.KEAMANAN LEMAHHH",1
Aplikasi kgak bener tiba2 di batalin pdahal belinya pkek voucher pengguna baru jadi uda hilang vouchernya,1
Aplikasi rusak,1
Aplikasinya tidak bisa diinstal di Android versi 5,1
"Sampah Seller nya bayak yang malas update stok produk, customer service nya lambat dan tidak membantu. Saran saya jangan beli di tokopedia kalau tidak mau rugi waktu.",1
pengiriman lambat kadang pesanan di batalkan sistem dan voucer diskon hilang,2
pengguna baru bnyk promo.mantap,5
"Aplikasi sampah Update mulu, giliran belanja malah direfund",1
"Kapok belanja disini, kurirnya tidak jelas. Pihak tokped tidak ada respon. Pantas kalah sama oren wkwkwk.",1
"Pesan oli testimoni paling lambat tanggal 10-10-2024 Udah sampai di tempat drop pengiriman , Lho kok barang nya di retur sama kurir ( di kembalikan ke penjual ) Setelah saya chat penjual dan tak kasih bukti barang di retur ke Surabaya Ternyata kurir nya tidak niat ngirim paket alias malesssss ngirim Untung nya bayar nya COD Kalau pakai nontunai udah trauma kapok Udah 3 kali 1 barang udah di selesaikan kurir tapi tidak di antara hari itu juga , baru 2-3 hari baru di antara alasan ngejar poin",1
ok,5
ok,5
Mau login saja susah server bermasalah server bermasalah,1
ecomarce terr theebest ga kaya oren Stupid,5
mantap,5
"Aneh ada event ajak teman, udah undang kagak ada yg d bayaar",1
keren,5
Tolol gue udh ganti nomor hp yg baru malah belum terganti nomornye. Mau brp lama.,1
"Pengguna baru ada promo tp wktu di co dibalikin lagi duit nya mana ditarik lagi uangnya ribet najis,emosi yg ada",1
"Jelek ah bagusan shopee, promo tipu2 tiap pesan tiba2 di batalkan dengan berbagai alasan syarat dan ketentuan, dah paling nyaman memang di shopee aja belanja online nya",2
keren,5
"sangat senang memakai aplikasi ini banyak promonya,,pertahankan trs",5
"hmhm baguss siii , susah di update.",5
sangat2 bagus dapet harga promo,5
kerenn diskonnya,5
good,5
Aplikasi ga jelas. Pelacakan kurang akurat. Nyesel banget pakek aplikasi tokopedia.,1
Pesanan tiba tiba di batalain oleh system,1
memudah kpn n dmn sj bs transaksi,5
mantap 👍👍,5
good Tokopedia,5
Tokopedia gk bner ngawur,1
BAD,1
Pengiriman lebih dari estimasi beli hari Sabtu.. estimasi paling akhir hari Selasa tp sudah hari Sabtu pagi lg..trs Sampek kpn datangnya,3
"aplikasi ga jelas daftar aja susah bgt , buat PIN susah amat jing udah coba gonta ganti angka masih aja ga bisa",1
sangat bagus,5
lambat sekali,5
oke,5
pelayanan sangat memuaskan.. sukses buat Tokopedia,5
Tokopedia mantab,5
aplikasi belanja termudah dan termurah,5
terbaik,5
wah sangat baik bagi pengguna baru😄😄,5
mantap,5
bgus,5
"Biarin bintang yg menilai,. 1. Cs nya lama. 2. Voucer( pengguna baru ga bisa dipake) 3. Dapet barang murah, pas diabayar berhasil, eh ternyata dibatalin otomatis sama sistem, karena ga sesuai, 4. Penarikan saldo lama",1
Mantap,5
terima kasih,5
mantap,5
mantap ini aplikasi,5
tokopedia wow bingiiit,5
"Kendala yg terbaru di Toped utk wilayah Kalimantan Timur Kab Paser, agar kiranya menjadi perhatian pihak manajemen Toped, utk kurir rekomendasi Sicepat yg tak cepat sama sekali, kalo mengirimkan paket diulur-ulur, dititipkan lagi pada kurir lain.",1
Good,5
top,5
"Sangat buruk ,dibatalin secara sepihak oleh pihak Tokopedia dan tidak bisa dipakai lagi kuponnya",1
Bagus,5
mantap,5
Bagus,2
Transaksi dibatalkan tiba tiba oleh pihak tokped karena mengambil Voucher barang Rp. 100 Keren. Pengelaman pertama pakai tokped Buat pin sangat susah Bye tokped,1
"Apalah diskonn barangnya jarang banget,cuma ada diskon ongkir.",3
Tokopedia terbaik,5
ok bgt,5
oke,5
"Saya meminta keadilan kepada Tokopedia yang sudah membatalkan sepihak pesanan saya dengan alasan ""KESAMAAN IDENTITAS"", tapi ketika ditanyakan ke CS, tidak ada yang bisa menjawab bagian mana sama nya. Saya berani bertaruh dan bersumpah bahwa saya hanya bertransaksi denga satu akun, satu hp, dan klaim voucher dengan normal di aplikasi Tokopedia. Saya siap membuktikan dengan KTP dsb. jika dibutuhkan, tapi CS tidak pernah berikan ruang diskusi. Ketika dia sudah jawab langsung diakhiri.",1
"2 kali belanja pake promo diskon dibatalkan otomatis,kalo ga niat kasih diskon mending jangan lah",1
"Senang banget belanja disini, banyak diskon dan promo, tapi kebanyakan gak bisa cod, kalau pake promonya. Tapi, it's okay. Worth it banget..banget..",5
Pembayaran via Gerai Alphamart..gk selalu ada ..dan selalu bisa ... Apalagi bebas ongkir sdh GK berlaku lagi ... Penundaan utk pembayaran seperti jd trend baru ... Membosankan dari sistem yg ada ...,1
"Gajelas, produk 100perak pas udh mau co aja sistem eror sitem eror, apaan si boong bae",1
"Produk 100 perak nipu, Udah order malah di batalkan secara otomatis oleh sistem..",1
baik,5
"Promo mlh gbsa dipke trs, suka tba2 dibatalin, skrng klo ple promo keterngan s&k tdk sesuai",1
"Anjir lah, diskon pengguna baru cuman hoax, gua pake akun baru katanya bisa belanja 100 perak, udah dimasukin keranjang jadinya 9.200 sama ongkir tinggal payment malah jadi gabisa lagi dah, udah di payment langsung dicancel sistem dananya udah dibalikin jadi saldo Tokopedia, ditarik gabisa karena kurang dr 10.000, mau dipake buat beli produk lain ga bisa dipake saldonya jadinya ga bisa dipake. Woyy lah kek mana ini Tokopedia, udah coba ke TokopediaCare ga ada solusi 👎👎",1
"Beli pulsa di tokped lagi promo, tiba2 di cancel dan pengembalian dana.. tapi biaya adm nya ga dibalikin. Itu berlangsung untuk 3x transaksi + 3x adm ga dibalikin. Bayangin ada 300k manusia yg transaksinya di cancel tapi adm nya ga dibalikin.",1
"Kalau tidak niat ngasih potongan harga, gausa dikasih. Giliran udah di checkout di bayar kontan selalu dibatalkan oleh sistem. Kejadian kayak gini ga satu dua kali di akun saya.",1
sangat membantu,5
Apk ngawur.. dia yg promo udh cek out malah dibatalin sistem.. aneh padahal estimasi udh kluar.. kumprank.. apk gk jls,1
Sangat buruk,1
Kasih promo bisa beli barang 100 rupiah tpi pas di co langsung dibatalkan oleh tokopedia,1
keren,5
sangat bermnfaat,5
Masih di coba,4
ok,5
mantap,5
"Plus dihentikan sepihak,",1
untuk menangkan barang hilang tidak kembali masih ga ada respon,4
Ldarson,5
mantap,5
"dasar aplikasi penipu! masa saya mau belanja untuk pengguna baru dipersulit sih. Metode pembayarannya juga dipersulit, vouchernya juga gagal digunakan. Padahal belum ada 2 jam, akhirnya saya tidak dapat belanja menggunakan promo pengguna baru !!!",1
"Kurir rekomendasi pengirimannya sangat lama, status pengiriman tidak update. Kalo SHOPEE selalu update",1
good luck,5
"Mau co barang gak bisa"" mau sambungin akun ewalllet jg gak bisa haduhhhh",1
"paket telat datang, pas komplain slow respon malah suruh nunggu",1
Tolong di perbaiki Pengiriman sering terlambat,4
Jelek,1
Tokopedia care gak care,1
praktis gak ribet,5
"mana ongkir saya belum di kembalikan,parah tokopedia. hampir satu bulan dana ongkir saya belum juga di refund/di kembali kan",1
"Aplikasi terburuk belanja yang pernah saya install,tidak bisa menghubungkan Pembayaran!!!!!",1
terimakasih,5
Masi baru coba dulu,2
Kerennn!!,5
Paling ok,5
"Dua kali kena tipu beli barang di tokopedia,mending belanja di marketplace sebelah....,dapat promo pun ga bisa dipakai",1
"jasa pengiriman buruk sekali, mending shopee xpres sesuai jadwal. klo telat ada kompensasi👎",1
cakepp banyak promonya,5
Tokopedia care tidak ada respon ketika di hubungi,1
okeeeee,5
memuaskan,5
kerennn toko pedia,5
"tolong tingkatkan terus pelayanannya ,jangan kalah sama kompetitor lainya.",5
aku suka sekali ini sangat membantu,5
Bohong kebayk bohong,1
"sangat bermanfaat, tokopedia keren",5
terima kasih boossku beli henset 800 rupiah..semoga besok dapat lagi,5
Memuaskan,5
Buka toped sering lemot lag,1
Pake promo pengguna baru malah dibatalkan sistem sama aja nipu,1
mantap,5
terimakasih,5
belanja online di Tokopedia memudahkan saya dan di tunggu promo² lainnya yaaa... terimakasih Tokopedia....,5
Menurut saya terlalu mahal harga barang2 nya.,4
Status pesanan tiba2 hilang,1
"Pesanan saya dengan promo diskon, tiba² dibatalkan sepihak oleh Tokopedia dengan alasan yang tidak jelas. kalau memang tidak niat memberikan promo jangan memberi iming² voucher diskon. seenaknya membatalkan. giliran tanya cs g ada jawaban yang memuaskan dan voucher saya tidak bisa dikembalikan. mending pakai Shopee promonya real!!!",1
love,5
apabila pesanan di batalkan tolong diskon pengguna baru jgn di hilangkan karna di batalkan sistem,5
mntab,5
sukses,5
kenapa saya gk bisa download y,3
bagus,4
"Saya pengguna baru, kenapa gabisa claim diskon?",1
"ga ikhlas bjir ngasih kupon promonya, baru chek out udh di batalin, alesannya ga sesuai, ini lah",1
Rekomen buat yg butuh barang,5
Apk ollshop paling cacat...tiap pengiriman selalu terlambat lewat estimasi nya...kirir yg di pake pun maling jg...barang q gak di antar sampai tjuan...,1
aplikasi belanja online yg ok,4
matapppppp,5
Pelayanan buruk 👎😈,1
ok,5
mantap,4
ongkirnya mahal pengiriman lama puollll,1
mantap,5
baik,5
"Gak pernah dapet promo, mau refund dana aja kepotong banyak banget. Kocak pokoknya. Jelek bye",1
mempermudah ajahlah,5
good,5
"Heh, ngasih promo sendiri, malah sistemnya secara otomatis membatalkan pesanan, yang benar aja, banyak loh kasusnya, kalau hal ini ga bisa diperbaiki, mending ga usah bikin aplikasi jual beli kayak gini Ga jelas dan hanya membuang waktu konsumen, pantas di kasi bintang satu, Tokopedia tidak jelas dan amanah.",1
Lama pengiriman melebihi batas estimasi,2
diperbarui kok error,1
Nice lah,5
"Lain kali gausa lah kerjasama dgn jne, lemott amat JNE",4
Ini gimana sih di suruh ngasi pin tapi ngak bisa bidi tokopedia tolol,1
"Voucher pengguna baru hanya tipuan ya? Setelah co bahkan udh bayar lgsg dibatalkan otomatis oleh sistem, voucher ilang saldo gk lgsg refund ke bank, harus ditarik tunai dsb! Mau komplain di Tokopedia care lewat aplikasi loading nya lama muter2 doang! Apa2 harus di download dulu! Lemot lagi aplikasi nya, nyesel dah nomor udh di daftarin ke sini. emang paling bener belanja di oren aja ya ges ya :)",1
"hebat, mau dapet Mi 14 10k malah pencet keranjang",5
"promo tokped tu menang, cmn kurir rekomendasinya busuk, pengiriman selalu hampir seminggu, beda dg toko oren yg 2-3 hari sudah sampai pdhl kota pengirim sama",3
Yang paling aku gak suka kurirnya lama di Tokopedia parah,1
"Tampilan malah jelek di update, hadeh gak guna mana posisi voucher",1
Tidak pernah Kecewa...,5
refund barang dipersulit,1
Babi ngana,1
Toko pedia aplikasinya sangat bagus bnyak diskonnya,5
Saya sudah di tipu oleh Tokopedia. Pembeli tidak menerima pesanan. Pesanan sudah dinyatakan selesai oleh Tokopedia. Uang sudah dicairkan ke penjual.,1
"Kacau beli kuota malah dapat pulsa, baru tahu karena dapat komplain dari yang punya nomor, cepatlah gercep, jangan dibuat sulit untuk chat customer service,",1
"Seru banget belanja disini, kekurangannya cuma satu. Kurir rekomendasi nya JNE, apalagi JNE malang aduh super lama pengiriman nya. Bakal balik lagi ngasih rating 5 kalau kurir rekomendasi nya diganti. Enakan pake shopee, barang sehari bisa sampe... Dan satu lagi, ngapain mahal mahal bayar ""asuransi pengiriman"" kalau gak bisa menjamin barang dateng tepat waktu!!!",1
"Aplikasi gak jelas, promo cuman buat pancingan Mau narik saldo ada fee-nya padahal kesalah pihak tokped",1
"Gabisa beli pake diskon pengguna pertama kali. padahal opsi pembayaran, nama, nomor belum pernah di pake belanja di Tokopedia",1
mahalan ongkirnya tidak seperti toko sebelah,3
"Tokopedia, kenapa sekarang aplikasi nya sering kali error? Saya mau check out beberapa produk, tapi pas pemilihan pembayaran error terus, kapan mau CO nya coba kalo pas mau bayar nya aja error, Tokopedia gak kaya dulu, sat set, sekarang mah lemot, mau bayar error, mau ambil voucher error, mau check out error, ganti nama aja, jadi Tokoerror🥰👍",1
4x dibatalkan sistem Anda sehat?,1
Banyak bug tidak jelas,1
keren,5
mantap,5
mantap promonya,5
"pengiriman lama, cepetan SHOPEE",1
Gak ada kapok-kapok nya masih Rekomendasiin kurir ID Express padahal banyak masalah. bikin males belanja disini lagi,1
Kenapa akun saya kok akun saya tidak sesuai dengan s&k promo kenapa ya min?,3
baru download di sini...biasa main di sebelah..somga cocok..murmer..gratis ongkir..awet..pelayanan baik..tepat waktu..packing aman...dan berkualitas..pokoknya semua yg terbaik..dan mnjadi berkah serta manfaat bagi semua manusia.. konsumen senang dan bahagia...thanks dev..,4
BERBELANJA DITOPED DIGAGALKAN SISTEM? ENTAH MUNGKIN SELLERNYA YG GA ADA? DULU TOPED BAGUS MAKIN SINI MAKIN?! KITA BELANJA BARANGNYA GA DPT TAPI UANG KETAHAN DAN INI LEBIH DARI 4 X SEMOGA BISA SPRT DULU TEMPAT BELANJA ONLINE YG NYAMAN! KOMPLIT! MURAH!!???? DNG GRATIS ONGKIR YG KONSISTEN🏆👍,5
"Pakai vocher gratis ongkir jasa eskpedisi jne terus, mana kurir jne mageran udah ada alamat lengkap no .wa juga bisa dihubungi share lokasi udah , masih aja paket g dikirim , melebihi tgl akhirnya saya cancel udah 2x dn saya kapok",1
good,5
"Dia yang salah ambil mintak bensin ke saya udah gitu gak bisa dihubungi kalo salah ambil pesenan karena tidak tercantum nomor pengendara Grab food, lebih baik _shopee_walau salah antar masih bisa ditelpon dari nomor yang tercantum diaplikasi shopee dan gak sampe tempat tujuan😡🤬 Grab salah ambil pesenan udah tua terburu buru udah salah minta uang bensin 15k🤬ASUUUUUU🔥",1
pengiriman lambat,3
Bagus ....cepat .....tepat,5
Payah.. estimasi 1 hari nyatanya dalam proses terus.. malah molor sampe akhirnya cancel sendiri. . lambat. 👎,1
B aja,4
cukup memuaskan kan dan saya suka produk tokopedia 👍,5
😗,5
Bagus,5
"Jelek bangettt. Emang sih banyak promo tapi tiap voucher promonya dipake, pesenannya selalu jadi dibatalin sistem, kaya ga niat ngasi promo. Mana dibatalinnya pas udah dibayar, otomatis uangnya tertahan di tokped, kenapa sih, kan bisa dibatalinnya pas sebelum dibayar. Udah hampir 10 kali kejadian kaya gini.",1
"Teruskan banyakin promonya ya kaa, tp tolong kl bisa kurir rekomennya jangan id exp, kurirnya pd mles ngontek pembeli tbtb cek d sttus pelacaknya pembeli gada d tempat pdhl dr pagi ada drmah aja",3
secepat kilat,5
"Apk yang GK memuaskan mending belanja di shoope, masa ga bisa bayar di tempat oii",1
mantap,5
Dapet diskon 30rb padahal belum belanja apa apa udah bayar ke Alfamart malah di balikin dana nya. Kata nya manipulasi biar dapet diskon padahal belum pernah belanja apa apaa -_-,5
Tokopedia the best,5
Amanah...,5
"gatau kenapa sekarang promonya gabisa dipake terus, padahal udh klaim dan pas dikernajang udh dapet harga diskon, pas mau co tiba2 gabisa voucher diskonnya",3
